"ИД","ФАМИЛИЯ","ИМЯ","ОТЧЕСТВО","ПИН","ИНН","ДАТА_РОЖДЕНИЯ","ПОЛ","МЕСТО_РОЖДЕНИЯ","ИНОСТРАН","КТО_СОЗДАЛ","КОГДА_СОЗДАЛ","КТО_ИЗМЕНИЛ","КОГДА_ИЗМЕНИЛ","ДАТА_СМЕРТИ","ФИО"
142269,"Павлов","Алексей","Викторович",NULL,NULL,"1989-02-17 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
134262,"Исаков","Александр",".",NULL,NULL,"1992-05-06 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
115403,"Максимов","Дмитрий","Витальевич",NULL,NULL,"1978-01-12 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
148035,"Елисеев","Михаил","Викторович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137738,"Бабичева","Юлия","Викторович",NULL,NULL,"1987-03-08 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
146097,"Ефремов","Анна","Егоровна",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"1","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
130668,"Герасимов","Иван","Геннадьевич",NULL,NULL,"1988-02-28 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
145815,"Глущик","Алексей","Владимирович",NULL,NULL,"1987-05-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
113397,"Кирсанов","Евгений","Андреевич",NULL,NULL,"1984-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
155312,"Климов","Артем","Валерьевна",NULL,NULL,"1987-12-15 00:00:00","М",NULL,"1","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142082,"Галимуллин","Глеб","Валентинович",NULL,NULL,"1982-07-31 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
161994,"Кузьмин","Таисия","Игоревич",NULL,NULL,"1978-08-19 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
111768,"Сазонов","Евгений","Владиславович",NULL,NULL,"1990-10-05 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
120342,"Буйнов","Артур",".",NULL,NULL,"1989-08-28 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
146410,"Щеглов","Алексей","Григорьевич",NULL,NULL,"1982-10-08 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
120171,"Архипов","Вадим","Олегович",NULL,NULL,"1986-12-24 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
114058,"Чижова","Николай","Игоревич",NULL,NULL,"1987-01-20 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
121033,"Ефимова","Алексей","Иванович",NULL,NULL,"1979-08-08 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
131413,"Лю","Александр","Анатольевна",NULL,NULL,"1988-07-13 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142571,"Будаев","Алексей","Юрьевич",NULL,NULL,"1988-02-09 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
115951,"Коротков","Денис","Александрович",NULL,NULL,"1987-10-18 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137764,"Гаврилов","Юлия","Владиславович",NULL,NULL,"1988-11-16 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142279,"Захарова","Артем","Константиновна",NULL,NULL,"1993-10-19 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
121821,"Карандышева","Михаил","Сергеевич",NULL,NULL,"1987-04-30 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137843,"Зверев","Александр","Иванович",NULL,NULL,"1980-03-03 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
110105,"Васильева","Аркадий","Сергеевич",NULL,NULL,"1992-05-26 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137841,"Губин","Антон",".",NULL,NULL,"1985-03-07 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
110346,"Титов","Александра","Андреевич",NULL,NULL,"1987-08-28 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
133986,"Крылов","Дмитрий","Владимирович",NULL,NULL,"1988-11-24 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
115308,"Романова","Евгения","Викторович",NULL,NULL,"1983-03-29 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
110117,"Яревская","Станислав","Владимирович",NULL,NULL,"1988-09-17 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
118673,"Дудкин","Александра","Евгеньевич",NULL,NULL,"1984-01-30 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
125678,"Соколова","Александр","Владимирович",NULL,NULL,"1985-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119288,"Ситников","Сергей","Сергеевна",NULL,NULL,"2050-05-28 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
116024,"Петров","Юлия","Раилович",NULL,NULL,"1988-09-24 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142406,"Артемьев","Антон","Зарифовна",NULL,NULL,"1983-06-23 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
163251,"Казаков","Андрей","Юрьевич",NULL,NULL,"1984-04-03 00:00:00","Ж",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
159859,"Богданов","Никита","Олегович",NULL,NULL,"1993-06-29 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
114989,"Григорьев","Андрей","Александрович",NULL,NULL,"2011-11-11 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
134370,"Чжан","Даниил","Сергеевич",NULL,NULL,"1985-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
134171,"Белов","Александр","Владимирович",NULL,NULL,"1980-05-13 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
134350,"Киреев","Иван","Александрович",NULL,NULL,"1981-09-07 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
158032,"Андреев","Сергей","Александрович",NULL,NULL,"1985-01-01 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
148768,"Сорокин","Филипп","Мамедович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
121792,"Ловлин","Хатыя","Николаевич",NULL,NULL,"1984-09-12 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
112831,"Егоров","Андрей","Владимирович",NULL,NULL,"1993-07-26 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119506,"Комаров","Алиса","Петрович",NULL,NULL,"1987-06-10 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142166,"Виноградова",".","Юрьевич",NULL,NULL,"1991-08-20 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
157086,"Анисимов","Ирина","Васильевич",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
153367,"Костылевский","Андрей","Александрович",NULL,NULL,"1988-07-21 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
116444,"Кузнецов","Игорь","Леонидович",NULL,NULL,"1987-11-29 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137974,"Воробьев","Леонид","Сергеевна",NULL,NULL,"1988-09-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
138333,"Тимофеев","Альберт","Александрович",NULL,NULL,"1981-05-24 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119388,"Безруков","Анна",".",NULL,NULL,"1982-10-05 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
115729,"Кочетков",".","Давыдович",NULL,NULL,"1984-06-01 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
112820,"Кузьмин","Алексей","Александрович",NULL,NULL,"1986-09-21 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
102300,"Сапрыкин","Антон","Комилович",NULL,NULL,"1987-01-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
141378,"Соколов","Анатолий","Александрович",NULL,NULL,"1986-07-19 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
156936,"Голод","Егор","Валерьевич",NULL,NULL,"2011-11-11 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
117101,"Суворов","Илья","Андреевич",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
117794,"Максимов","Алексей","Мейрамович",NULL,NULL,"1993-02-22 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
163254,"Крылова","Роман",".",NULL,NULL,"1992-03-25 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
131990,"Абрамов","Сергей","Сергеевич",NULL,NULL,"1989-12-08 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
153285,"Тихомиров","Екатерина",".",NULL,NULL,"1983-08-18 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137773,"Цветков","Оксана","Владимирович",NULL,NULL,"1984-12-28 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
116679,"Панфилов",".","Баирович",NULL,NULL,"1989-01-03 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142291,"Коновалов","Олег","Сергеевна",NULL,NULL,"1992-07-30 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
114752,"Пак","Никита","Фанисович",NULL,NULL,"1982-05-24 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
148961,"Кузьменко","Станислав","Алексеевич",NULL,NULL,"1988-03-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
126451,"Фролова","Александр","Анатольевич",NULL,NULL,"1985-11-26 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
141282,"Кулаков","Максим","Михайлович",NULL,NULL,"1986-12-09 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
130111,"Карпенко","Ольга","Александровна",NULL,NULL,"1985-01-01 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
134347,"Никифоров","Антон","Владимирович",NULL,NULL,"1981-07-11 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
115238,"Ушаков","Дмитрий","Владимирович",NULL,NULL,"1983-12-25 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
157340,"Соловьев","Иван","Игоревич",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
161212,"Панова","Александр","Викторович",NULL,NULL,"1989-10-18 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
137606,"Гуляев","Денис","Алексеевич",NULL,NULL,"1993-06-04 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142106,"Трофимов","Дмитрий","Сергеевич",NULL,NULL,"1989-09-19 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
161005,"Баев","Игорь","Владимирович",NULL,NULL,"1994-10-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
149623,"Миронов","Михаил","Олеговна",NULL,NULL,"2011-11-11 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119236,"Смирнова","Анна","Евгеньевич",NULL,NULL,"1986-11-22 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119240,"Курлович","Игорь","Анатольевич",NULL,NULL,"1985-06-10 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
157078,"Афанасьев","Дмитрий","Алексеевна",NULL,NULL,"1986-09-24 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
120896,"Селезнев","Искандер","Александрович",NULL,NULL,"1990-02-26 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
152925,"Иванов","Денис","Владимирович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
153343,"Иванова","Евгения","Владимирович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
153259,"Покровский","Олег","Викторович",NULL,NULL,"1992-12-05 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
157782,"Козлов","Сергей","Сергеевна",NULL,NULL,"1989-04-18 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
153248,"Андреев","Михаил","Анатольевич",NULL,NULL,"2039-04-06 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
158693,"Горбачев","Александр","Викторович",NULL,NULL,"1988-09-19 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
111727,"Шевченко","Люция","Владимирович",NULL,NULL,"1986-10-08 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
146245,"Назаров","Денис","Андреевич",NULL,NULL,"1988-06-25 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
157951,"Гончар","Дмитрий","Геннадьевич",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
116129,"Якунин","Сергей","Владимирович",NULL,NULL,"1988-05-09 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
115175,"Савченко","Сергей","Александрович",NULL,NULL,"1987-12-22 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
113895,"Зозуля","Ольга","Александрович",NULL,NULL,"2011-11-11 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142507,"Филиппов",".","Сергеевич",NULL,NULL,"1978-09-05 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
113966,"Логвиненко","Гавриил","Сергеевич",NULL,NULL,"1988-05-18 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
116513,"Горбунова","Александр","Анатольевич",NULL,NULL,"1988-07-21 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
158501,"Некрасова","Вахтанг","Николаевич",NULL,NULL,"1988-11-06 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
126514,"Васильев","Андрей","Алексеевич",NULL,NULL,"1986-07-25 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
118868,"Смирнов","Матвей","Викторович",NULL,NULL,"1987-05-15 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
153820,"Ан","Илья","Андреевна",NULL,NULL,"1986-10-30 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
100865,"Сумцов","Александр","Анатольевна",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142260,"Зубаревич","Дмитрий","Игоревич",NULL,NULL,"1978-07-05 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
129498,"Григорьев","Александра","Станиславович",NULL,NULL,"1992-07-21 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
114716,"Кулев","Дмитрий","Александрович",NULL,NULL,"1988-11-22 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
113898,"Кузьмин","Маргарита","Александровна",NULL,NULL,"1986-11-30 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
125658,"Столяр","Арсений","Олегович",NULL,NULL,"1987-06-26 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119458,"Лобанов","Вера","Сергеевич",NULL,NULL,"1992-04-13 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
148503,"Сахаров","Константин","Владимирович",NULL,NULL,"1978-02-07 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
110106,"Маркелов","Ольга",".",NULL,NULL,"1978-11-16 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
155490,"Прасолов","Иван","Анатольевич",NULL,NULL,"1992-08-10 00:00:00","М",NULL,"2","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
145670,"Егоров","Руслан","Эрнестович",NULL,NULL,"2011-11-11 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
116080,"Шестопалов","Александр","Анатольевич",NULL,NULL,"1992-08-25 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
161148,"Майоров","Илья",".",NULL,NULL,"2055-07-10 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
119339,"Фролов","Анна","Юрьевна",NULL,NULL,"1991-11-17 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
142280,"Мартьянов","Александр","Викторович",NULL,NULL,"1993-07-06 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
161657,"Лавренов","Виктор","Васильевич",NULL,NULL,"1992-04-01 00:00:00","Ж",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
121041,"Денисов","Илья","Юрьевич",NULL,NULL,"1982-09-29 00:00:00","М",NULL,"0","ISU_UCHEB","2011-11-08 15:56:03","ISU_UCHEB","2011-11-08 15:56:03","9999-09-09 00:00:00",NULL
